@relation phishing_websites
@attribute V1 {'-1','1'}
@attribute V2 {'-1','0','1'}
@attribute V3 {'-1','1'}
@attribute V4 {'-1','1'}
@attribute V5 {'-1','1'}
@attribute V6 {'-1','1'}
@attribute V7 {'-1','0','1'}
@attribute V8 {'-1','0','1'}
@attribute V9 {'-1','1'}
@attribute V10 {'-1','1'}
@attribute V11 {'-1','1'}
@attribute V12 {'-1','1'}
@attribute V13 {'-1','1'}
@attribute V14 {'-1','0','1'}
@attribute V15 {'-1','0','1'}
@attribute V16 {'-1','0','1'}
@attribute V17 {'-1','1'}
@attribute V18 {'-1','1'}
@attribute V19 {'0','1'}
@attribute V20 {'-1','1'}
@attribute V21 {'-1','1'}
@attribute V22 {'-1','1'}
@attribute V23 {'-1','1'}
@attribute V24 {'-1','1'}
@attribute V25 {'-1','1'}
@attribute V26 {'-1','0','1'}
@attribute V27 {'-1','1'}
@attribute V28 {'-1','1'}
@attribute V29 {'-1','0','1'}
@attribute V30 {'-1','1'}
@attribute class {'-1','1'}
@data
'1','-1','1','1','1','-1','0','1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','1','-1','1','-1','1','1','1','-1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','-1','-1','0','-1','-1','1','1','0','1','1','1','1','-1','1','0','-1','-1','1','1','1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','-1','0','-1','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','1','1','-1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','1','-1','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','-1','1','1','-1'
'1','-1','1','1','1','-1','0','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','1','1','-1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','-1','0','1','-1','1','1','0','1','1','1','1','-1','1','0','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','1','1','-1','1','1','1','0','-1','-1','1','1','0','1','-1','-1','-1','1','-1','0','-1','1','1','1','1'
'1','-1','1','1','1','1','1','1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','0','1','-1','1','1','0','1','1','1','1','1','-1','0','-1','1','1','1','1'
'1','-1','1','1','1','-1','0','0','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','1','1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','1','1','-1','1','1','-1','-1','1','0','-1','-1','-1','0','1','1','1','1','1','-1','-1','-1','1','0','-1','1'
'1','-1','1','1','1','-1','-1','1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','1','-1','1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','-1','-1','1','-1','-1','0','1','-1'
'-1','-1','-1','1','-1','-1','0','1','-1','1','1','-1','1','0','0','-1','1','-1','1','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','-1','1','1','-1'
'1','-1','1','1','1','-1','0','0','-1','1','1','1','1','-1','0','-1','1','1','0','1','1','1','1','1','-1','-1','-1','-1','0','1','-1'
'1','-1','1','-1','1','-1','1','1','-1','1','1','1','1','1','1','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','-1','1','-1','1','1','-1','1','1','1','1','0','1','-1','1','1','0','1','1','1','1','1','1','1','1','1','0','1','1'
'1','-1','1','1','1','-1','1','1','1','-1','1','1','-1','0','1','-1','1','1','0','1','1','-1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','1','-1','1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','-1','1','1','1','1','0','1','1'
'1','-1','1','1','1','1','0','1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','-1','1','-1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','0','1','-1','-1','1','1','1','0','0','-1','-1','-1','0','-1','1','-1','1','-1','-1','0','-1','1','-1','-1','1'
'1','-1','1','1','1','-1','0','-1','1','1','1','1','1','-1','-1','-1','1','1','0','1','1','1','1','-1','-1','0','-1','-1','0','1','-1'
'-1','-1','-1','1','-1','1','0','1','-1','1','1','-1','1','0','0','-1','1','-1','1','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','0','0','1','-1','1','-1','-1','-1','0','-1','1','1','0','-1','1','-1','1','1','-1','-1','-1','1','1','1','-1'
'1','1','1','1','1','-1','-1','1','-1','1','1','1','1','0','0','1','1','1','0','1','1','1','1','1','1','1','1','1','0','1','1'
'-1','1','-1','1','-1','-1','1','1','-1','1','1','-1','1','0','-1','1','1','-1','1','1','1','1','1','1','1','0','-1','1','1','1','1'
'1','1','1','1','1','-1','0','1','-1','-1','-1','1','1','0','-1','1','-1','1','0','-1','1','-1','-1','-1','-1','1','-1','1','-1','1','1'
'1','1','1','1','1','1','-1','1','-1','1','1','1','1','0','0','1','1','1','0','1','1','1','1','-1','-1','1','-1','1','1','1','1'
'1','1','1','1','1','-1','0','1','1','1','1','1','-1','0','0','-1','-1','-1','0','1','1','1','1','-1','1','1','1','1','-1','-1','1'
'-1','-1','-1','1','-1','1','1','1','-1','1','1','-1','1','1','1','-1','1','-1','1','1','1','1','1','1','1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','-1','-1','1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','1','-1','-1','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','1','1','-1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','0','-1','-1','1','1','0','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','-1','0','-1','1','1','0','1','1','1','1','1','-1','-1','-1','1','0','1','-1'
'1','1','1','1','1','-1','-1','-1','-1','-1','-1','1','-1','-1','0','1','-1','1','0','-1','1','-1','-1','-1','1','-1','-1','1','0','-1','-1'
'1','1','1','-1','1','-1','0','-1','-1','1','1','1','1','-1','0','1','1','1','0','1','1','1','1','-1','-1','-1','-1','-1','0','1','-1'
'1','1','1','1','1','-1','-1','-1','-1','1','1','1','1','0','0','1','1','1','0','1','1','1','1','-1','1','0','-1','-1','0','1','-1'
'1','-1','1','1','1','-1','1','-1','1','1','1','1','-1','0','-1','-1','1','1','0','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','0','1','1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','-1','-1','1','-1','1','0','1','-1'
'1','1','1','1','1','1','-1','1','-1','-1','-1','1','1','1','-1','1','-1','1','0','1','1','-1','-1','-1','1','1','-1','1','0','-1','1'
'1','-1','1','1','-1','-1','1','1','-1','1','1','1','1','1','0','-1','1','1','1','1','1','1','1','1','1','1','1','1','-1','1','1'
'1','-1','1','1','1','-1','-1','1','1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','-1','-1','1','-1','1','1','1','1'
'1','-1','1','-1','1','1','1','1','-1','1','1','1','1','1','1','-1','1','1','0','1','1','1','1','1','1','1','1','1','0','1','1'
'1','-1','1','1','1','-1','-1','1','-1','1','1','1','1','1','0','-1','1','1','0','1','1','1','1','1','1','1','1','-1','0','1','1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','-1','0','0','-1','1','1','0','1','1','1','1','-1','-1','0','-1','1','0','1','-1'
'1','-1','1','1','1','-1','0','0','-1','1','1','1','-1','-1','0','-1','1','1','0','1','1','1','1','1','1','-1','-1','1','0','1','-1'
'-1','-1','-1','1','-1','-1','-1','1','-1','1','1','-1','1','1','1','-1','1','-1','1','1','1','1','1','1','-1','1','1','1','1','1','1'
'1','-1','1','1','1','-1','-1','1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','1','-1','1','-1','-1','1','1','1'
'1','-1','1','1','1','-1','-1','-1','-1','-1','-1','1','1','0','1','-1','-1','1','0','-1','1','-1','-1','1','-1','0','-1','1','1','-1','1'
'-1','-1','-1','1','-1','-1','-1','1','-1','1','1','-1','1','0','0','-1','1','-1','1','1','1','1','1','-1','-1','1','1','1','1','1','1'
'-1','-1','-1','1','-1','-1','1','1','1','1','1','-1','-1','0','0','-1','1','-1','1','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','1','-1','1','1','-1','-1','1','-1','1','-1','-1','-1','1','0','1','1','-1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','-1','1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'-1','1','-1','1','-1','-1','-1','-1','-1','1','1','-1','1','-1','-1','1','1','-1','1','1','1','1','1','-1','-1','1','-1','1','1','1','-1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','1','1','0','-1','1','1','0','1','1','1','1','-1','-1','1','-1','-1','0','1','-1'
'1','-1','1','1','1','-1','0','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','0','1','-1'
'-1','-1','-1','1','-1','-1','-1','-1','1','-1','-1','-1','-1','-1','1','-1','-1','-1','1','-1','1','-1','-1','1','-1','1','-1','1','1','-1','-1'
'1','-1','-1','-1','1','-1','1','1','-1','1','1','-1','-1','0','0','-1','1','1','0','1','1','1','1','1','-1','-1','-1','1','0','1','1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','-1','-1','-1','1','1','1','1','-1'
'1','-1','1','-1','1','-1','-1','-1','-1','1','1','1','-1','-1','0','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','1','1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','1','-1','-1','-1','1','1','0','0','-1','-1','1','0','-1','1','-1','-1','1','-1','1','-1','1','1','-1','1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','0','-1','-1','1','1','0','1','1','1','1','1','1','0','-1','1','1','1','-1'
'1','-1','1','1','1','-1','1','1','1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','1','-1','0','-1','-1','1','1','-1'
'1','1','1','1','1','-1','0','1','-1','1','1','1','1','1','0','1','1','1','0','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','-1','-1','0','-1','-1','1','1','0','1','1','1','1','-1','1','0','-1','1','1','1','1'
'1','-1','1','1','1','1','0','1','1','1','1','1','-1','0','0','-1','1','1','0','1','1','1','1','-1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','-1','1','1','1','1','0','1','1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','1','1','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','1','1','1','1','1','1','-1','0','0','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','0','0','1','-1','-1','1','-1','0','0','-1','-1','1','0','-1','-1','-1','-1','1','1','-1','-1','-1','0','-1','-1'
'1','-1','1','1','-1','-1','-1','0','1','1','1','1','-1','0','-1','-1','1','1','1','1','1','1','1','-1','-1','0','-1','1','1','1','-1'
'1','-1','1','1','1','-1','1','1','-1','-1','-1','1','1','0','-1','-1','-1','1','0','-1','1','-1','1','-1','1','0','-1','1','0','-1','1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','1','-1','-1','-1','1','1','0','1','1','1','1','-1','1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','-1','-1','0','-1','-1','1','1','1'
'1','-1','1','1','1','-1','0','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','1','1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','1','0','-1','1','0','1','-1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','1','1','-1','1','1','0','1','1','1','1','1','-1','1','1','1','0','1','1'
'1','1','1','1','1','1','-1','1','-1','1','1','1','1','1','0','1','1','1','0','1','1','1','1','-1','-1','1','-1','1','1','1','1'
'1','1','1','1','1','-1','0','0','-1','1','1','1','1','-1','-1','1','1','1','0','1','1','1','1','1','-1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','1','0','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','1','-1','1','-1','1','1','1','1','1','1','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','1','1','-1','-1','-1','1','-1','1','0','-1','-1','1','0','1','1','-1','-1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','-1','1','-1','1','1','1','-1','0','-1','-1','1','1','0','1','1','1','1','-1','-1','0','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','1','1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','1','1','-1','1','1','-1','1','0','1','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'-1','-1','-1','1','-1','-1','-1','-1','1','-1','-1','-1','-1','-1','1','-1','-1','-1','1','-1','1','-1','-1','1','-1','1','-1','1','1','-1','-1'
'-1','-1','-1','1','-1','-1','-1','1','-1','1','1','-1','1','0','-1','-1','1','-1','1','1','1','1','1','1','-1','1','1','1','1','1','1'
'-1','-1','-1','1','-1','-1','0','0','-1','-1','1','-1','1','-1','1','-1','1','-1','0','-1','1','-1','1','1','-1','1','-1','1','0','-1','-1'
'1','-1','1','1','1','-1','-1','1','-1','-1','-1','1','1','-1','1','-1','-1','1','0','-1','1','-1','-1','1','-1','1','-1','1','1','-1','1'
'1','1','1','1','1','-1','-1','-1','1','1','1','1','-1','-1','0','1','1','1','0','1','1','1','1','-1','-1','0','-1','1','1','1','-1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','1','1','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','-1','1','-1','1','1','1','1','1','1','-1','1','1','0','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','1','1','1','1','-1','-1','1','-1','1','1','1','1','0','0','1','1','1','0','1','1','1','1','-1','1','1','1','1','0','1','1'
'1','-1','1','1','1','-1','1','-1','1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','-1','1','1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','1','1','0','-1','-1','0','1','-1'
'1','1','-1','1','1','-1','1','-1','-1','1','1','1','1','-1','-1','-1','-1','-1','0','1','1','1','1','-1','-1','-1','-1','1','0','-1','-1'
'1','-1','1','1','1','-1','-1','1','1','1','1','1','1','1','0','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','-1','0','-1','-1','1','1','0','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','1','1','1','1','-1','0','0','-1','-1','-1','1','1','-1','0','1','-1','1','0','1','1','1','1','1','-1','0','-1','1','1','-1','-1'
'1','-1','1','1','-1','1','1','1','-1','-1','-1','1','1','1','-1','-1','-1','-1','1','-1','1','-1','1','1','-1','1','1','1','1','-1','1'
'1','-1','1','-1','1','-1','0','0','1','1','1','1','-1','-1','0','-1','1','1','0','1','1','1','1','1','1','-1','-1','1','0','1','-1'
'1','-1','-1','1','1','-1','1','1','-1','1','1','-1','1','0','-1','-1','-1','-1','0','1','1','1','1','1','-1','0','-1','1','1','-1','-1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','1','1','1','1','-1','1','1','-1','1','1','1','1','0','0','1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','1','-1','1','1','1','1','-1','0','-1','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','-1'
'1','1','1','1','1','-1','1','1','-1','-1','1','1','1','0','0','1','1','1','0','-1','1','-1','-1','1','-1','0','-1','-1','0','1','1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','-1','1','0','-1','1','0','1','1'
'1','-1','1','1','1','-1','-1','-1','-1','-1','-1','1','1','-1','0','-1','-1','1','0','-1','1','-1','-1','-1','-1','0','-1','1','1','-1','-1'
'1','-1','1','1','1','-1','1','1','-1','1','1','-1','1','1','1','-1','1','1','0','1','1','1','1','1','-1','-1','-1','1','1','1','1'
'1','-1','1','1','1','-1','1','-1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','1','1','0','-1','1','0','1','1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','1','-1','0','-1','1','1','0','1','1','1','1','-1','1','-1','-1','1','-1','1','-1'
'1','-1','1','1','-1','-1','0','-1','1','1','1','1','-1','-1','0','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','0','1','-1'
'1','1','1','1','1','-1','-1','-1','-1','1','1','-1','1','-1','-1','1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','-1','1','-1'
'1','-1','1','1','1','-1','-1','1','-1','-1','1','1','1','0','0','-1','1','1','0','1','1','-1','1','-1','-1','0','-1','1','0','1','-1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','-1','1','0','-1','1','0','1','-1'
'1','-1','1','1','1','-1','0','1','1','1','1','1','-1','0','1','-1','1','1','0','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','-1','1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','-1','0','0','-1','1','1','0','1','1','1','1','-1','-1','0','-1','1','0','1','-1'
'1','-1','1','1','1','-1','1','1','-1','1','1','-1','-1','1','1','-1','1','1','0','1','1','1','1','1','-1','1','-1','1','0','1','1'
'-1','-1','-1','1','-1','-1','1','1','-1','1','1','-1','1','0','0','-1','1','-1','0','1','1','1','1','1','-1','1','-1','1','-1','-1','1'
'1','1','1','1','1','-1','1','1','-1','1','1','1','1','1','1','1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','-1','1','1','-1','-1','1','-1','0','-1','-1','-1','1','0','-1','1','-1','-1','-1','1','0','-1','1','0','-1','-1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','-1','1','1','1','-1','0','1','1'
'-1','-1','-1','1','-1','-1','-1','-1','-1','-1','-1','-1','-1','-1','1','-1','-1','-1','1','1','1','-1','1','-1','-1','0','-1','1','1','-1','-1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','-1','0','-1','1','0','1','-1'
'-1','1','-1','1','-1','-1','0','-1','-1','-1','-1','-1','1','-1','1','1','-1','-1','1','-1','-1','-1','-1','-1','-1','1','-1','1','1','-1','-1'
'1','-1','1','-1','1','-1','0','-1','-1','1','1','1','1','-1','0','-1','1','1','0','1','1','1','1','-1','1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','-1','1','-1','-1','1','-1','0','0','-1','-1','1','0','-1','-1','-1','-1','-1','1','-1','-1','1','0','-1','-1'
'1','-1','1','1','1','-1','-1','1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','-1','0','1','-1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','0','0','-1','1','1','0','1','1','1','1','-1','1','1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','0','1','-1','-1','1','1','1','0','-1','-1','1','1','0','1','1','-1','1','-1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','1','0','-1','-1','1','1','1','1','1','-1','-1','1','1','0','1','1','1','1','-1','1','0','-1','1','0','1','1'
'1','1','1','1','1','-1','0','1','-1','-1','-1','1','1','0','-1','1','-1','1','0','-1','1','-1','-1','-1','-1','1','-1','1','-1','1','1'
'1','-1','1','1','-1','1','0','1','1','-1','-1','-1','-1','0','1','-1','-1','-1','1','-1','1','-1','1','-1','1','1','1','1','0','-1','1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','1','1','0','-1','1','-1','1','1'
'1','-1','1','1','-1','-1','0','-1','1','1','1','1','-1','-1','0','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','1','1','1','1','1','-1','1','-1','-1','1','1','0','1','1','1','1','1','1','-1','-1','1','0','1','1'
'1','-1','1','1','1','-1','0','0','1','1','1','1','-1','0','0','-1','1','1','0','1','1','1','1','1','-1','-1','-1','-1','0','1','-1'
'1','-1','1','1','1','1','1','1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','-1','1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','-1','1','0','-1','-1','0','1','-1'
'1','-1','1','1','1','1','-1','1','-1','-1','1','-1','1','1','1','-1','1','-1','0','-1','1','-1','1','1','1','1','-1','-1','-1','-1','1'
'1','-1','1','1','1','-1','0','0','-1','1','1','1','1','-1','-1','-1','1','1','0','1','1','1','1','1','1','-1','-1','1','0','1','-1'
'-1','1','-1','1','-1','-1','1','1','-1','1','1','-1','1','0','0','1','1','-1','1','1','1','1','1','1','-1','0','-1','1','1','1','-1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','1','-1','-1','-1','1','1','0','1','1','1','1','1','-1','0','-1','1','1','1','-1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','1','0','1','-1','1','1','0','1','1','1','1','-1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','0','1','-1','1','1','0','1','1','1','1','1','-1','0','-1','1','1','1','1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','1','-1','-1','1','1','0','1','1','1','1','1','-1','1','-1','-1','1','1','1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','1','0','1','-1','1','1','0','1','1','1','1','-1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','1','1','1','-1','1','1','-1','1','-1','-1','1','1','0','1','1','-1','1','1','-1','1','-1','1','1','1','1'
'-1','-1','-1','1','-1','-1','0','0','1','1','1','-1','-1','-1','1','-1','1','-1','1','1','1','1','1','1','-1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','1','-1','1','1','-1','1','0','1','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','0','1','1'
'1','-1','1','1','-1','-1','1','1','-1','1','1','1','1','1','0','-1','1','1','1','1','1','1','1','1','1','1','1','-1','-1','1','1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','-1','0','0','-1','1','1','0','1','1','1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','-1','1','1','1','1','1','-1','1','-1','-1','1','1','0','1','1','1','1','1','-1','-1','-1','1','1','1','1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','0','0','-1','1','1','0','1','1','1','1','-1','-1','0','-1','-1','1','1','1'
'1','-1','1','1','1','-1','0','0','1','1','1','1','1','-1','-1','-1','1','1','0','1','1','1','1','1','-1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','1','1','1','-1','-1','1','-1','0','0','-1','-1','1','0','-1','1','-1','-1','1','1','-1','-1','1','0','-1','1'
'1','-1','1','-1','1','-1','-1','1','1','1','1','1','-1','0','0','-1','1','1','0','1','1','1','1','-1','1','-1','-1','1','0','1','1'
'1','-1','1','1','1','-1','0','0','1','1','1','1','-1','1','-1','-1','1','1','0','1','1','1','1','1','-1','-1','-1','-1','1','1','-1'
'1','-1','1','1','1','1','1','1','1','1','1','1','-1','1','-1','-1','1','1','0','1','1','-1','1','1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','1','1','-1','1','1','1','1','1','0','-1','1','1','0','1','1','1','1','1','1','1','1','1','0','1','1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','1','-1','0','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','-1','1','-1','-1','1','1','0','1','1','1','1','-1','1','0','1','-1','0','1','1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','1','0','-1','-1','1','1','0','1','1','1','1','-1','1','1','-1','1','0','1','1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','-1','0','0','-1','1','1','0','1','1','1','1','-1','-1','1','-1','1','0','1','1'
'-1','-1','-1','1','-1','-1','-1','-1','-1','-1','-1','-1','1','-1','1','-1','-1','-1','1','-1','-1','-1','-1','-1','-1','1','-1','1','1','-1','-1'
'1','-1','1','1','1','1','-1','1','-1','-1','-1','1','1','1','0','-1','-1','1','0','-1','-1','-1','-1','1','-1','1','-1','1','1','-1','1'
'1','-1','1','1','1','1','0','-1','1','1','1','1','-1','0','0','-1','1','1','0','1','1','1','1','1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','1','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','1','1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','-1','-1','-1','-1','-1','1','1','-1','0','-1','-1','1','0','-1','1','-1','1','-1','-1','0','-1','1','0','-1','-1'
'-1','-1','-1','1','-1','1','-1','1','-1','1','1','-1','1','0','0','-1','1','-1','1','1','1','1','1','-1','-1','1','-1','1','1','1','1'
'1','-1','1','1','1','-1','1','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','1','0','1','-1'
'1','-1','1','1','1','-1','1','-1','-1','-1','-1','1','1','1','1','-1','-1','1','0','1','1','-1','1','1','-1','1','-1','1','1','-1','1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','1','-1','-1','0','-1','1','1','0','1','1','1','1','-1','1','0','-1','-1','0','1','-1'
'1','-1','1','1','1','-1','1','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','-1','-1','-1','-1','1','1','-1'
'1','-1','1','1','1','-1','-1','-1','-1','1','1','-1','1','0','-1','-1','1','1','0','1','1','1','1','-1','-1','0','-1','1','0','1','-1'
'1','0','1','1','1','-1','0','0','1','1','1','1','-1','-1','-1','-1','-1','-1','0','1','1','1','1','1','-1','1','-1','1','1','-1','-1'
'1','-1','1','1','1','-1','-1','-1','1','1','1','1','-1','-1','-1','-1','1','1','0','1','1','1','1','-1','-1','0','-1','-1','0','1','-1'
'1','-1','1','1','1','-1','0','1','-1','1','1','1','1','0','1','-1','1','1','0','1','1','1','1','-1','-1','1','-1','1','0','1','1'
